disease,symptom,url_x,letter,name
Diabetic retinopathy,"blurred vision – you won’t be able to drive until this passes, so you’ll need to arrange for a friend or relative to drive you home, or take public transport",https://www.nhsinform.scot/illnesses-and-conditions/diabetes/diabetic-retinopathy/,D,Diabetic retinopathy
Mesothelioma,fatigue (extreme tiredness),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/mesothelioma/,M,Mesothelioma
Polio,About 95% of people with polio won’t have any symptoms and will fight off the infection without even realising they were infected.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/polio/,P,Polio
Acute lymphoblastic leukaemia,headache,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/acute-lymphoblastic-leukaemia/,A,Acute lymphoblastic leukaemia
Adenomyosis,anti-inflammatory medication to help relieve mild pain,https://www.nhsinform.scot/healthy-living/womens-health/girls-and-young-women-puberty-to-around-25/periods-and-menstrual-health/adenomyosis/,A,Adenomyosis
Glandular fever,There is no cure for glandular fever. But there are simple treatments and measures that can help reduce the symptoms while you wait for your body to control the infection.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,G,Glandular fever
Acute myeloid leukaemia: Teenagers and young adults,blood tests – you’ll need more blood tests even if you’ve had some already to look at the changes in the leukaemia cells and help the doctors decide on the best treatment for you; these tests may be called cytogenetics and immunophenotyping,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/acute-myeloid-leukaemia-teenagers-and-young-adults/,A,Acute myeloid leukaemia: Teenagers and young adults
Bone cancer: Teenagers and young adults,"a broken bone – a bone may break suddenly, or after only a minor fall or accident if the bone has been weakened by cancer.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/bone-cancer-teenagers-and-young-adults/,B,Bone cancer: Teenagers and young adults
Fungal nail infection,"The infection develops slowly and causes the nail to become discoloured, thickened and distorted.",https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/fungal-nail-infection/,F,Fungal nail infection
Multiple myeloma,"If you don’t need treatment, you’ll be monitored for signs the cancer is beginning to cause problems. If you do need treatment, the following options are most commonly used.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/multiple-myeloma/,M,Multiple myeloma
Kidney cancer,butter,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/kidney-cancer/,K,Kidney cancer
Schizophrenia,recognising the signs of an acute episode,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/schizophrenia/,S,Schizophrenia
Anal cancer,long-term (chronic) diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/anal-cancer/,A,Anal cancer
Inherited heart conditions,Dilated Cardiomyopathy (DCM),https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/inherited-heart-conditions/,I,Inherited heart conditions
Shingles,"There’s no cure for shingles. But, there are ways to ease your symptoms until the condition improves.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/shingles/,S,Shingles
Congenital heart disease,poor appetite and feeding difficulties,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,C,Congenital heart disease
Prostate cancer,diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/prostate-cancer/,P,Prostate cancer
Tourette’s syndrome,falling to the ground,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/tourettes-syndrome/,T,Tourette’s syndrome
Acute lymphoblastic leukaemia: Teenagers and young adults,feeling unwell and run down,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/acute-lymphoblastic-leukaemia-teenagers-and-young-adults/,A,Acute lymphoblastic leukaemia: Teenagers and young adults
Acute lymphoblastic leukaemia,Most of the symptoms are caused by the lack of healthy blood cells in your blood supply.,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/acute-lymphoblastic-leukaemia/,A,Acute lymphoblastic leukaemia
Ankylosing spondylitis,massage,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/ankylosing-spondylitis/,A,Ankylosing spondylitis
Post-traumatic stress disorder (PTSD),"If you have mild symptoms of PTSD, or you’ve had symptoms for less than four weeks, an approach called watchful waiting may be recommended.",https://www.nhsinform.scot/illnesses-and-conditions/mental-health/post-traumatic-stress-disorder-ptsd/,P,Post-traumatic stress disorder (PTSD)
Pelvic inflammatory disease,severe tummy pain,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/pelvic-inflammatory-disease/,P,Pelvic inflammatory disease
Lupus,stomach (abdominal) pain,https://www.nhsinform.scot/illnesses-and-conditions/immune-system/lupus/,L,Lupus
Lung cancer,coal and coke fumes,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/lung-cancer/,L,Lung cancer
Prostate cancer,swelling and tenderness of the breasts,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/prostate-cancer/,P,Prostate cancer
Schizophrenia,"The condition may develop slowly. The first signs of schizophrenia, such as becoming socially withdrawn and unresponsive or experiencing changes in sleeping patterns, can be hard to identify. This is because the first symptoms often develop during adolescence and changes can be mistaken for an adolescent “phase”.",https://www.nhsinform.scot/illnesses-and-conditions/mental-health/schizophrenia/,S,Schizophrenia
Bipolar disorder,learning to recognise the triggers and signs of an episode of depression or mania,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/bipolar-disorder/,B,Bipolar disorder
Cerebral palsy,changes in the amount of pain they experience,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/cerebral-palsy/,C,Cerebral palsy
Skin light sensitivity (photosensitivity),phenothiazines (including chlorpromazine and prochlorperazine),https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/skin-light-sensitivity/skin-light-sensitivity-photosensitivity/,S,Skin light sensitivity (photosensitivity)
Impetigo,Creams can be used to control the symptoms and in some cases the condition will disappear completely after a few weeks.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/impetigo/,I,Impetigo
Anxiety,"a noticeably strong, fast or irregular heartbeat (palpitations)",https://www.nhsinform.scot/illnesses-and-conditions/mental-health/anxiety/,A,Anxiety
Prostate cancer,"Chemotherapy destroys cancer cells by interfering with the way they multiply. Chemotherapy does not cure prostate cancer, but can keep it under control and reduce symptoms (such as pain) so everyday life is less affected.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/prostate-cancer/,P,Prostate cancer
Trigeminal neuralgia,"If this medication is ineffective, unsuitable or causes too many side effects, you may be referred to a specialist to discuss alternative medications or surgical procedures that may help.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/trigeminal-neuralgia/,T,Trigeminal neuralgia
Ovarian cancer,Preventing ovarian cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/ovarian-cancer/,O,Ovarian cancer
Acne,sore breasts,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/acne/,A,Acne
Lung cancer,Symptoms of lung cancer develop as the condition progresses and there are usually no signs or symptoms in the early stages.,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/lung-cancer/,L,Lung cancer
Mouth ulcer,"viral infections – including the cold sore virus, chickenpox, and hand, foot and mouth disease",https://www.nhsinform.scot/illnesses-and-conditions/mouth/mouth-ulcer/,M,Mouth ulcer
Brain stem death,"Someone in a vegetative state can show signs of wakefulness – for example, they may open their eyes, but not respond to their surroundings.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/brain-stem-death/,B,Brain stem death
Addison’s disease,increased thirst,https://www.nhsinform.scot/illnesses-and-conditions/glands/addisons-disease/,A,Addison’s disease
Bladder cancer,benzidine,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bladder-cancer/,B,Bladder cancer
Congenital heart disease,There are some symptoms that are present in both cyanotic and acyanotic heart disease.,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,C,Congenital heart disease
Glandular fever,Read more about the symptoms of glandular fever.,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,G,Glandular fever
Mouth ulcer,accidentally biting the inside of your cheek or a sharp tooth,https://www.nhsinform.scot/illnesses-and-conditions/mouth/mouth-ulcer/,M,Mouth ulcer
Dementia,"Dementia can affect your ability to remember, think and speak. It also affects how you feel and behave.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/dementia,D,Dementia
Coronary heart disease,hypertension (high blood pressure),https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/coronary-heart-disease/,C,Coronary heart disease
Alcohol-related liver disease,"swelling in the legs, ankles and feet, due to a build-up of fluid (oedema)",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/alcohol-related-liver-disease/,A,Alcohol-related liver disease
Bipolar disorder,the breakdown of a relationship,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/bipolar-disorder/,B,Bipolar disorder
Chronic lymphocytic leukaemia,"However, you should speak to your GP if you have worrying symptoms of CLL, such as persistent tiredness, unusual bleeding or bruising, unexplained weight loss or night sweats.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/chronic-lymphocytic-leukaemia/,C,Chronic lymphocytic leukaemia
Warts and verrucas,chemical treatments – chemicals are applied to warts to kill affected skin cells,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/warts-and-verrucas/,W,Warts and verrucas
Tuberculosis (TB),a persistent headache,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/tuberculosis-tb/,T,Tuberculosis (TB)
Ankylosing spondylitis,"blurry or cloudy vision, redness in part of the eye",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/ankylosing-spondylitis/,A,Ankylosing spondylitis
Idiopathic pulmonary fibrosis,"lifestyle changes – such as stopping smoking, eating healthily and exercising regularly",https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/idiopathic-pulmonary-fibrosis/,I,Idiopathic pulmonary fibrosis
Parkinson’s disease,"Although there’s currently no cure for Parkinson’s disease, treatments are available to help reduce the main symptoms and maintain quality of life for as long as possible.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/parkinsons-disease/,P,Parkinson’s disease
Lyme disease,"Information on Lyme disease, including the symptoms and treatments",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/lyme-disease/,L,Lyme disease
